KEY ID	SChinese
Cosmetic.pet_Crewmate	迷你船员
Cosmetic.pet_Cube	神灵小子
Cosmetic.pet_Doggy	怪狗
Cosmetic.pet_Ellie	E. Rose
Cosmetic.pet_EmptyPet	无
Cosmetic.pet_test	小错误
Cosmetic.pet_Hamster	汉普顿
Cosmetic.pet_Lava	岩浆伙伴
Cosmetic.pet_Robot	机器人
Cosmetic.pet_Snow	雪球
Cosmetic.pet_Squig	史圭格
Cosmetic.pet_Stickmin	H. Stickmin
Cosmetic.pet_UFO	外星生物
Cosmetic.skin_Abominalskin	雪怪伙伴
Cosmetic.skin_Archae	出土奇观
Cosmetic.skin_Astro	宇航员
Cosmetic.skin_Astro_blue	宇航员：蓝色
Cosmetic.skin_Astro_cyan	宇航员：青色
Cosmetic.skin_Astro_orange	宇航员：橘色
Cosmetic.skin_Bling	闪亮亮
Cosmetic.skin_Bushskin	偷偷摸摸
Cosmetic.skin_BusinessFem-Aquaskin	办公裙：水绿色
Cosmetic.skin_BusinessFemskin	办公裙
Cosmetic.skin_BusinessFem-Tanskin	办公裙：茶色
Cosmetic.skin_Capt	驾驶执照
Cosmetic.skin_CCC	混乱收容船员
Cosmetic.skin_D2Cskin	挖掘小子
Cosmetic.skin_General	Galeforce 将军
Cosmetic.skin_Hazmat	危险物处理员
Cosmetic.skin_Hazmat-Blackskin	危险物处理员：黑色
Cosmetic.skin_Hazmat-Blueskin	危险物处理员：蓝色
Cosmetic.skin_Hazmat-Greenskin	危险物处理员：绿色
Cosmetic.skin_Hazmat-Pinkskin	危险物处理员：粉红色
Cosmetic.skin_Hazmat-Redskin	危险物处理员：红色
Cosmetic.skin_Hazmat-Whiteskin	危险物处理员：白色
Cosmetic.skin_JacketGreenskin	穿上外套：绿色
Cosmetic.skin_JacketPurpleskin	穿上外套：紫色
Cosmetic.skin_JacketYellowskin	穿上外套：黄色
Cosmetic.skin_Janitorskin	管理员职责
Cosmetic.skin_Mech	我来修理
Cosmetic.skin_MechanicRed	Airship 技工
Cosmetic.skin_Military	军官皮肤
Cosmetic.skin_MilitaryDesert	军官：沙漠棕
Cosmetic.skin_MilitarySnowskin	军官：雪白
Cosmetic.skin_Miner	地下挖掘者
Cosmetic.skin_MinerBlackskin	地下挖掘者：黑色
Cosmetic.skin_None	无
Cosmetic.skin_Police	公安
Cosmetic.skin_prisoner	囚犯编号 2112
Cosmetic.skin_PrisonerBlue	囚犯编号 2112：蓝色
Cosmetic.skin_PrisonerTanskin	囚犯编号 2112：茶色
Cosmetic.skin_rhm	得力助手：重生
Cosmetic.skin_RockIceskin	冰中相见
Cosmetic.skin_RockLavaskin	坚固熔岩
Cosmetic.skin_Science	科学理论
Cosmetic.skin_Scientist-Blueskin	医生
Cosmetic.skin_Scientist-Darkskin	黑暗科学家
Cosmetic.skin_Security	维护安全
Cosmetic.skin_Skin_SuitRedskin	高帽制服
Cosmetic.skin_SportsBlueskin	运动比赛蓝队
Cosmetic.skin_SportsRedskin	运动比赛红队
Cosmetic.skin_SuitB	笔挺西装
Cosmetic.skin_SuitW	闪亮
Cosmetic.skin_SweaterBlueskin	舒适毛衣：蓝色
Cosmetic.skin_SweaterPinkskin	舒适毛衣：粉红色
Cosmetic.skin_Sweaterskin	舒适毛衣
Cosmetic.skin_SweaterYellowskin	舒适毛衣：黄色
Cosmetic.skin_Tarmac	在此着陆
Cosmetic.skin_ToppatSuitFem	高帽裙子
Cosmetic.skin_ToppatVest	既得利益背心
Cosmetic.skin_Wall	高墙卫兵
Cosmetic.skin_Winter	穿上外套
Cosmetic.visor_BillyG	G 先生胡须
Cosmetic.visor_Blush	害羞
Cosmetic.visor_Bomba	不予置评
Cosmetic.visor_Carrot	笑眼
Cosmetic.visor_Crack	Among Us 裂痕 2021
Cosmetic.visor_D2CGoggles	挖掘小子护目镜
Cosmetic.visor_Dirty	快弄干净
Cosmetic.visor_Dotdot	点点点
Cosmetic.visor_EmptyVisor	无
Cosmetic.visor_EyepatchL	独眼眼罩
Cosmetic.visor_EyepatchR	独眼眼罩
Cosmetic.visor_Galeforce	Galeforce 胡须
Cosmetic.visor_is_beard	胡须
Cosmetic.visor_JanitorStache	幽灵胡须
Cosmetic.visor_Krieghaus	Krieghaus 胡须
Cosmetic.visor_Lava	熔化头盔
Cosmetic.visor_LolliBlue	棒棒糖：蓝色
Cosmetic.visor_LolliBrown	棒棒糖：棕色
Cosmetic.visor_LolliOrange	棒棒糖：橘色
Cosmetic.visor_LolliRed	棒棒糖
Cosmetic.visor_mira_card_blue	通行证：蓝色
Cosmetic.visor_mira_card_red	通行证：红色
Cosmetic.visor_mira_glasses	眼镜
Cosmetic.visor_mira_mask_black	防毒面具：黑色
Cosmetic.visor_mira_mask_blue	防毒面具：蓝色
Cosmetic.visor_mira_mask_green	防毒面具：绿色
Cosmetic.visor_mira_mask_purple	防毒面具：紫色
Cosmetic.visor_mira_mask_red	防毒面具：红色
Cosmetic.visor_mira_mask_white	防毒面具：白色
Cosmetic.visor_Mouth	巨口虫怪
Cosmetic.visor_PiercingL	耳环
Cosmetic.visor_PiercingR	耳环
Cosmetic.visor_pk01_AngeryVisor	愤怒粗眉
Cosmetic.visor_pk01_DumStickerVisor	便利贴
Cosmetic.visor_pk01_FredVisor	强悍守门员
Cosmetic.hat_geoff	我是 Geoff
Cosmetic.visor_pk01_HazmatVisor	防毒面具
Cosmetic.visor_pk01_MonoclesVisor	双片眼镜
Cosmetic.visor_pk01_PaperMaskVisor	保命口罩
Cosmetic.visor_pk01_PlagueVisor	瘟疫鸟喙
Cosmetic.visor_pk01_RHMVisor	得力助手胡须
Cosmetic.visor_pk01_Security1Visor	墨镜
Cosmetic.visor_polus_ice	冰晶泪
Cosmetic.visor_Reginald	Reginald 胡须
Cosmetic.visor_Scar	伤疤
Cosmetic.visor_SciGoggles	安全第一
Cosmetic.visor_shopglasses	奸商眼镜
Cosmetic.visor_SkiGoggleBlack	滑雪护目镜：黑色
Cosmetic.visor_SKiGogglesOrange	滑雪护目镜：橘色
Cosmetic.visor_SkiGogglesWhite	滑雪护目镜
Cosmetic.visor_SmallGlasses	迷你镜片
Cosmetic.visor_SmallGlassesBlue	迷你镜片：蓝色
Cosmetic.visor_SmallGlassesRed	迷你镜片：红色
Cosmetic.visor_Stickynote_Cyan	便利贴：青色
Cosmetic.visor_Stickynote_Green	便利贴：绿色
Cosmetic.visor_Stickynote_Orange	便利贴：橘色
Cosmetic.visor_Stickynote_Pink	便利贴：粉色
Cosmetic.visor_Stickynote_Purple	便利贴：紫色
Cosmetic.visor_Straw	嘴叼麦秆
Cosmetic.visor_WinstonStache	副驾驶胡须
Visor	脸部装饰
EquipLabel	装备
NamePlate	名牌
Visors	脸部装饰
NamePlates	名牌
Cosmicube	Cosmicube
Cosmicubes	Cosmicubes
Activate	启用
Deactivate	停用
Owned	已拥有
Purchase	购买
CosmicubeProgression	已完成 {0}%
ViewCube	查看方块
ConfirmPurchaseHeader	确认购买
ConfirmPurchaseText	要购买以下的 {0}分支吗？
DeactivateCube	停用
ActivateCube	启用
Bundles	捆绑包
Stars	星星
Wardrobe	衣柜
PlayerLevel	等级
PlayerXp	经验值
PlayerLevelExtremeShorthand	等级
Max	最高
Colors	色彩
CopiedText	已复制文字！
LinkAccount	链接账号
CreateNewAccount	创建新账号
LinkExistingAccount	链接现有账号
LinkAccountExplanation	如果您在其他平台上已有《Among Us》账号，便可链接到该账号！\n您也可以创建一个新的账号。
LinkAccountCode	在 <link="{0}">{1}</link> \n<size=+2>{2}</size> 输入以下代码
ErrorLink	链接账号时发生问题。请稍后再试。
UnlinkAccount	取消链接账号
ConfirmUnlinkAccount	确认取消链接账号
UnlinkAccountExplain	取消链接您的 {0} 账号将清除您的数据并创建新的 {0} 账号。\n- 您将丢失 {0} 账号上已获得或已解锁的物品。\n- 您将从等级 1 与 0 经验值重新开始。
UnlinkAccountExplainConfirm	请保存此识别码以供备查：\n\n{0}\n\n如果您取消链接账号时没有此识别码，若过程出错时我们便无法复原您的进度，并且无法提供协助。
UnlinkError	取消账号的链接时发生问题。请稍后再试。
UnlinkSuccess	您已成功取消 {0} 与《Among Us》主要账号的链接！
ConfirmLinkExistingAccount	确认链接至现有账号
LinkExistingAccountExplain	链接至不同账号将覆盖此平台上的所有数据，这代表您的 {0}《Among Us》账号将被其他账号替换。\n- 您 {0} 账号上所有已解锁的物品将被覆盖。\n- 您 {0} 账号上所有已获得的经验值将被覆盖。\n- 所有的豆豆、舱室与星星将被覆盖。
LinkExistingAccountExplainConfirm	待您确认后，我们将重置您的 {0}《Among Us》账号，以便准备导入不同账号的数据。\n\n<color=#{1}>请确认您有另一个欲链接此账号的现有账号之后再继续。</color>\n\n重置您的 {0} 账号将清空所有经验值、豆豆、舱室与物品。我们将“无法”还原此操作。
ResetAccount	重置账号
PurchasingLabel	购买物品
ErrorInternalServer	内部服务器错误 (代码 {0})
ErrorPlatformLock	此房间的创建者已将房间设为仅限相同平台的玩家加入
ErrorLobbyInactivity	服务器已关闭此房间，可能是因为处于非活动状态
ErrorMatchmakerInactivity	服务器已中断您的连接，可能是因为处于非活动状态
ErrorInvalidGameOptions	接收到的游戏选项无效。您可能需要清除所有保存数据并重启游戏。
ErrorNoServersAvailable	没有可用的服务器。抱歉！请稍后再试。
ErrorQuickmatchDisabled	QuickMatch 功能当前无法使用。请尝试加入他人的游戏。
ErrorTooManyGames	当前正在进行的游戏过多。请尝试加入他人的游戏。
Bundle.hat_holiday2018	2018 圣诞帽捆绑包
Bundle.hats_bundle2	1 百万次下载帽子捆绑包
Bundle.hats_halloween2019	2019 万圣节帽捆绑包
Bundle.hats_newyears2018	2018 新年帽捆绑包
Bundle.map_airship	Airship 捆绑包
Bundle.map_mira	MIRA 捆绑包
Bundle.map_polus	Polus 捆绑包
Bundle.pet_alien1	脑动虫宠物捆绑包
Bundle.pet_alien2	压床蟹宠物捆绑包
Bundle.pet_animal	动物宠物捆绑包
Bundle.pet_crewmate	船员宠物捆绑包
Bundle.pet_stickmin	Stickmin 宠物捆绑包
StoreComingSoon	敬请期待...
StartCosmicubeLabel	开始
Bundle.star_bundle	星星捆绑包
ErrorPlatformParentalControlsBlock	您的 Parental Controls 设置或您欲加入其游戏之玩家的 Parental Controls 设置不允许你们一起游玩。
ErrorPlatformParentalControlsBlockPS	您的家长控制设置或您欲加入其游戏之玩家的家长控制设置不允许你们一起游玩。
FailPurchase	交易时发生问题。请稍后再试。
FailPurchaseUnknown	错误代码 {0}
FailPurchaseAlreadyOwn	您已拥有此物品。
FailPurchaseCurrency	您没有足够的所需货币可购买此物品。
FailPurchaseCubeOwn	您未拥有此Cosmicube。
Locked	未解锁
Active	已启用
Crewmates	船员
XpGainedValue	{0}经验值
XboxShopBrowseAll	查看 Microsoft Store 的所有商品
PSShopBrowseAll	查看 PlayStation?Store 的所有商品
Equipped	已装备
MouseMovement	鼠标移动
KeyboardOptions	键盘选项
RemapBindings	更改按键绑定
KeyboardBindingsHeader	键盘绑定
HowToPlayText_Consoles	与 4 到 15 个玩家一起在线游玩！
StarDisclaimer	购买《Among Us》星星来解锁大批新自定义内容！在游戏内商店花费星星，取得独家造型物品和独特的造型方块。在此购买的所有星星皆无法在 PlayStation? 或 Nintendo Switch? 上兑换及使用。
Commsdisabled	[通讯失灵]
ErrorQuickChatMode	聊天模式错误：此房间为{0}房间，但您的设置为{1}。
ErrorLobbyUsersBlocked	无法加入：大厅中含有封锁名单上的用户或是将您封锁的用户。请尝试其他大厅。
SteamNotInitialized	Steam 未正确初始化。请从 Steam 重启游戏后再试一次。
LoggedInErrorStarPurchase	您必须登录账号才能购买星星
ErrorDisconnectPacket	您与服务器的连接已中断。
AndroidAssetBundleWarning	必须下载额外内容才能完成《Among Us》的安装程序。请按“接受”以继续。
ItchNoStars	很抱歉，您无法在 itch.io 上购买星星。不过您可以将 itch.io 账号链接到其他平台 (如其他 PC 版本)，即可在该平台购买并使用星星！请注意：在 Nintendo Switch? 上购买的星星无法跨平台使用，因此无法在其他平台兑换。
Roles	职业
RolesSettings	职业设置
ScientistRole	科学家
EngineerRole	工程师
GuardianAngelRole	守护天使
ShapeshifterRole	变形者
ScientistBlurb	随时使用生命监测器
EngineerBlurb	可使用通风口
GuardianAngelBlurb	保护幸存船员
ShapeshifterBlurb	自我伪装
CrewmateBlurb	完成任务
ImpostorBlurb	击杀与破坏
RolesHelp_CrewmateRole	船员角色：{0}
RolesHelp_ImpostorRole	伪装者角色：{0}
RolesHelpIntro_01	角色让这款经典游戏的欺骗与战略玩法上升到全新的高度！
RolesHelpIntro_02	船员和伪装者都可以获得随机分配的角色，具体取决于主持人所选的游戏设置。
RolesHelp_Scientist_01	科学家可以随时使用便携式生命监测面板查看船员状态。
RolesHelp_Scientist_02	不过，该面板需要电力运行，因此科学家需要完成任务来给电池充电。
RolesHelp_Engineer_01	身为船员的工程师可使用通风口加速移动，还能当场抓到进出通风口的伪装者。
RolesHelp_Engineer_02	但您不能永远待在通风口里，那样会很可疑，因此，请小心通风口附近的人……
RolesHelp_GuardianAngel_01	守护天使是船员变成的鬼魂，可以短暂放出护盾保护其他活着的船员。
RolesHelp_GuardianAngel_02	把握好时机就能防止伪装者杀掉受害者。真是万幸！
RolesHelp_Shapeshifter_01	变形者可以改变容貌，伪装成其他船员。运用得当就能陷害其他船员，让人分不清谁才是真正的伪装者！
RolesHelp_Shapeshifter_02	但要小心，伪装不会永远保持，而且会留下证据。
RolesHelpOutro_01	角色支持自定义！游戏主持人可以选择工程师允许进出通风口的次数、变形者的冷却时间等等，还可以挑选其中某个角色在游戏中出现的百分比几率。在游戏大厅设置中，可以随时查看某个角色是否启用！
RolesHelpOutro_02	按照您的喜好调整设置来创建您的终极游戏大厅，或者加入某个大厅看看您能在其中如何搅弄风云。我们会为游戏添加新的角色，因此需要的时候随时回来看看吧。玩得开心！
YourRoleIs	您的职业是
ShapeshiftAbility	变形
VitalsAbility	生命
ProtectAbility	保护
VentAbility	通风口
ShapeshiftAbilityUndo	解除
RoleChanceAndQuantity	几率 {1}%，最多 {0} 名
CheckingPurchasesLabel	正在确认购买...
ProtectedRecently	守护天使最近保护了某个人...
ScientistBlurbMed	随时使用生命监测能力。\n完成任务即可充电。
ScientistBlurbLong	科学家可以随时使用便携式生命监测面板查看船员状态。不过，便携式生命监测面板需要充电，因此科学家需要完成任务才能充电。
EngineerBlurbMed	可使用通风口。
EngineerBlurbLong	身为船员的工程师可使用通风口加速移动，也能当场抓到通风口的伪装者。您无法永远待在通风口里，因此请小心通风口附近的人...
GuardianAngelBlurbMed	为幸存船员展开护盾。
GuardianAngelBlurbLong	守护天使是最先死亡的船员变成的鬼魂。可以短暂放出护盾保护其他活着的船员。抓好时机就能就能防止伪装者杀掉受害者。真是万幸！
ShapeshifterBlurbMed	变身成其他船员来伪装自己。
ShapeshifterBlurbLong	变形者可以改变容貌，伪装成其他船员。运用得当能陷害其他船员，并混淆伪装者真正的身份。但要小心，伪装不会永远保持，而且会留下证据。
RoleHint	提示
ScientistBatteryCharge	续航时间
ScientistCooldown	生命监测器冷却时间
ShapeshifterCooldown	变形冷却时间
ShapeshifterDuration	变形时间
ShapeshifterLeaveSkin	留下变形证据
EngineerCooldown	使用通风口冷却时间
EngineerInVentCooldown	通风口滞留时限
GuardianAngelCooldown	保护冷却时间
GuardianAngelDuration	保护时间
OracleRole	先知
OracleBlurb	能确认其中一名船员的非伪装者身份
OracleBlurbMed	能确认其中一名船员的非伪装者身份。
OracleBlurbLong	先知船员可以确认其中一名船员并非伪装者
Cosmetic.hat_heim	Heimerdinger 发型
Cosmetic.hat_enforcer	执法官头盔
Cosmetic.hat_caitlin	Caitlyn 帽子
Cosmetic.hat_clagger	Claggor 护目镜
Cosmetic.hat_vi	Vi 发型
Cosmetic.hat_jinx	Jinx 发型
Cosmetic.hat_jayce	Jayce 发型
Cosmetic.hat_comper	手雷
Cosmetic.visor_heim	Heimerdinger 胡须
Cosmetic.visor_jinx	Jinx 护目镜
Cosmetic.skin_heim	Heimerdinger 服装
Cosmetic.skin_jayce	Jayce 西装
Cosmetic.skin_enforcer	执法官护甲
Cosmetic.skin_caitlin	Caitlyn 制服
Cosmetic.skin_jinx	Jinx 衣服
Cosmetic.skin_vi	Vi 衣服
Cosmetic.pet_poro	Heimerdinger 的 Poro
RedeemPurchasedItemsTitle	兑换购买的物品
RedeemPurcahsedItemsExplain	我们推出了全新的物品库系统，这样玩家就可以跨平台使用物品！先前在此平台的购买的任何物品都可以有一次机会转移至新的物品库系统。\n如果这是您的《Among Us》主要账号 (您最常游玩《Among Us》的平台)，则可以安心地点击“继续”，在全新的物品库系统中兑换购买的可下载内容。如果这是您想用来链接主要账号的账号，只能于链接后兑换！\n\n账号识别码：{0}
RedeemProceed	继续
RedeemNotYet	现在不要
RedeemNever	不再询问
AccountIDDisplay	账号识别码：{0}
Cosmetic.hat_witch_white	巫婆帽：白色
Cosmetic.hat_witch_pink	巫婆帽：粉红色
Cosmetic.hat_witch_murky	巫婆帽：漆黑
Cosmetic.hat_witch_green	巫婆帽：绿色
Cosmetic.hat_papermask	怪物头罩：浅色
Cosmetic.hat_mohawk_rainbow	摇滚朋克头：彩虹
Cosmetic.hat_mohawk_purple_green	摇滚朋克头：紫绿
Cosmetic.hat_mohawk_bumblebee	摇滚朋克头：大黄蜂
Cosmetic.hat_devilhorns_yellow	惊骇恶魔：金色
Cosmetic.hat_devilhorns_white	惊骇恶魔：白色
Cosmetic.hat_devilhorns_murky	惊骇恶魔：漆黑
Cosmetic.hat_devilhorns_green	惊骇恶魔：绿色
Cosmetic.hat_devilhorns_crewcolor	惊骇恶魔：船员色彩
Cosmetic.hat_devilhorns_black	惊骇恶魔：黑色
Cosmetic.hat_cat_grey	蝙蝠帽：灰色
Cosmetic.hat_cat_snow	蝙蝠帽：雪白
Cosmetic.hat_cat_pink	蝙蝠帽：粉红色
Cosmetic.hat_cat_orange	蝙蝠帽：橘色
Cosmetic.hat_wolf_grey	狼人头饰：灰色
Cosmetic.hat_wolf_murky	狼人头饰：漆黑
Cosmetic.hat_bat_ice	蝙蝠翅膀：冰晶白
Cosmetic.hat_bat_green	蝙蝠翅膀：绿色
Cosmetic.hat_bat_crewcolor	蝙蝠翅膀：船员色彩
Cosmetic.skin_mummy	木乃伊找妈咪
Cosmetic.visor_mummy	包大人
Cosmetic.hat_mummy	木乃伊之母
Cosmetic.hat_candycorn	糖果玉米
Cosmetic.hat_clown_purple	小丑镇
Cosmetic.hat_fairywings	振翅妖精
Cosmetic.hat_fishhed	鱼头
Cosmetic.hat_frankenbolts	螺丝怪人
Cosmetic.hat_frankenbride	科学怪妻
Cosmetic.visor_clownnose	哗众取宠
Cosmetic.visor_masque_blue	假面：蓝色
Cosmetic.visor_masque_green	假面：绿色
Cosmetic.visor_masque_red	假面：红色
Cosmetic.visor_masque_white	假面：白色
Cosmetic.nameplate_hw_pumpkin	南瓜灯
Cosmetic.nameplate_hw_candy	糖果时间
Cosmetic.nameplate_hw_woods	恐怖树林
Cosmetic.hat_axe	头痛欲裂
Cosmetic.visor_eyeball	紧盯不放
Cosmetic.hat_tombstone	断魂之墓
Cosmetic.hat_bone	骨头帽
Cosmetic.hat_arrowhead	箭头
Cosmetic.hat_glowstick	通宵狂欢
Cosmetic.skin_clown	滑稽小丑
Cosmetic.skin_fairy	妖精船员
Cosmetic.skin_fishmonger	鱼贩
Cosmetic.skin_pumpkin	超大南瓜裤
Cosmetic.skin_vampire	我想吸血
Cosmetic.skin_witch	怪异巫婆
Cosmetic.pet_frankendog	科学怪犬
Cosmetic.hat_mohawk_bubblegum	摇滚朋克头：泡泡糖
AvailableFor	下架倒计时\n{0} 天 {1} 小时 {2} 分 {3} 秒
GuardianAngelImpostorSeeProtect	伪装者可看见保护
Cosmetic.hat_pkHW01_PlagueHat	瘟疫鸟喙
QCAccIsRole	{0}是{1}
QCAccIsRole_QCCrewMe_ANY	我是{0}
QCAccIsRoleNeg	{0}不是{1}
QCAccIsRoleNeg_QCCrewMe_ANY	我不是{0}
QCAccIsRoleNeg_QCCrewNoOne_ANY	没有人是{1}
QCAccShapeshited	{0}变形成{1}
QCAccShapeshited_QCCrewMe_ANY	我变形成{1}
QCStaShapeshifterSkin	在{0}发现变形者皮肤
QCResIsBeingFramed	{0}被诬陷了
QCResIsBeingFramed_QCCrewMe	我被诬陷了
QCResCloseTo	{0}离{1}很近
QCResCloseTo_QCCrewMe_ANY	我离{0}很近
QCResCloseTo_ANY_QCCrewMe	{0}离我很近
QCResIsRoleMaybe	{0}可能是{1}
QCResIsRoleMaybe_QCCrewMe_ANY	我可能是{1}
QCResProtected	{0}保护了{1}
QCResProtected_QCCrewMe_ANY	我保护了{1}
QCResProtected_ANY_QCCrewMe	{0}保护了我
QCRoles	职业
GuestProgressionWarning	您已登录游客账号！\n\n所有已取得的经验值、舱室及豆豆只能应用于此游客账号。游客账号仅会与您的实体设备链接，更换设备将无法继续使用此账号。\n\n为确保您能使用所有获得的货币和购买物品，请开启主屏幕中的账号选项卡，登录您的《Among Us》账号。
ErrorFailedToCreateGame	创建游戏连线区失败。请稍后再试。
ErrorFailedToJoinCreatedGame	创建游戏连线区后加入失败。请稍后再试。
ErrorDisconnectBeforeJoining	加入游戏连线区时中断连线。
PSEULA_SIEA
PSEULA_SIEE
ErrorCrossPlatformCommunication	您的沟通交流设置已限制您加入游戏。如需加入游戏，请启用跨平台游玩沟通交流功能。
ErrorCrossPlat	您加入的是跨平台房间，不过您在已本地设置中停用跨平台游玩功能。
ErrorDuplicateConnection	检测到重复登录。
ErrorLobbyFailedGettingBlockedUsers	无法加入：取得封锁名单时出现服务器错误
MaxVentUses	通风口使用上限
MaxTimeInVent	通风口滞留时限
MinCrewmatesForVitals	解锁生命监测器最少所需的存活船员数
ShowAccountID	显示账号识别码
HideAccountID	隐藏账号识别码
HiddenAccountID	[已隐藏账号识别码]
AllTasksComplete	完成所有任务！
EscapePrompt	船员逃脱时间：
FlashlightFov	手电筒视野
SteamOverlayDisabled	您必须启用 Steam 界面才能购买星星捆绑包。请启用游戏内 Steam 界面，然后重新启动游戏。
Cosmetic.hat_pk05_RHM	Right Hand 帽
Cosmetic.skin_w21_deer	雨鹿
Cosmetic.skin_w21_elf	圣诞老人小帮手
Cosmetic.skin_w21_msclaus	圣诞夫人
Cosmetic.skin_w21_nutcracker	胡桃钳
Cosmetic.skin_w21_santa	圣诞老人驾到！
Cosmetic.skin_w21_snowmate	雪人伙伴
Cosmetic.hat_w21_snowman	旧高帽
Cosmetic.hat_w21_gingerbread	姜饼船员
Cosmetic.hat_w21_holly	佳节装饰
Cosmetic.hat_w21_krampus	坎卜斯
Cosmetic.hat_w21_log	耶鲁节圆木帽
Cosmetic.hat_w21_mistletoe	槲寄生亲吻帽
Cosmetic.hat_w21_mittens	连指手套帽
Cosmetic.hat_w21_nutcracker	黑色大礼帽
Cosmetic.hat_w21_pinecone	松果帽
Cosmetic.hat_w21_winterpuff	舒适绒球帽
Cosmetic.hat_w21_snowflake	雪花帽
Cosmetic.visor_w21_carrot	胡萝卜鼻
Cosmetic.visor_w21_nutstache	胡桃钳胡须
Cosmetic.visor_w21_santabeard	圣诞老人胡子
Cosmetic.nameplate_w21_snow	闪亮雪花
Cosmetic.nameplate_w21_tree	点点星光
Cosmetic.nameplate_w21_fireplace	温暖烟囱旁
Cosmetic.visor_w21_nye	新年快乐：2021
Cosmetic.hat_w21_elf_pink	小帮手帽：粉红色
Cosmetic.hat_w21_elf_swe	小帮手帽：蓝色
Cosmetic.hat_w21_lights_white	佳节光辉：白色
Cosmetic.hat_w21_lights_yellow	佳节光辉：黄色
Cosmetic.hat_w21_present_evil	礼物包装：红色/黑色
Cosmetic.hat_w21_present_redwhite	礼物包装：红色/白色
Cosmetic.hat_w21_present_whiteblue	礼物包装：白色/蓝色
Cosmetic.hat_w21_santa_evil	送礼老兄：顽皮
Cosmetic.hat_w21_santa_yellow	送礼老兄：镀金
Cosmetic.hat_w21_santa_green	送礼老兄：森林
Cosmetic.hat_w21_santa_mint	送礼老兄：薄荷
Cosmetic.hat_w21_santa_pink	送礼老兄：粉红
Cosmetic.hat_w21_santa_white	送礼老兄：冰冻
Cosmetic.hat_w21_snowman_swe	冰冻人：蓝色/黄色
Cosmetic.hat_w21_snowman_evil	冰冻人：顽皮
Cosmetic.hat_w21_snowman_greenred	冰冻人：绿色
Cosmetic.hat_w21_snowman_redgreen	冰冻人：红色/绿色
Cosmetic.hat_w21_present_greenyellow	礼物包装：绿色/黄色
Cosmetic.hat_w21_candycane_blue	拐杖糖：蓝莓
Cosmetic.hat_w21_candycane_bubble	拐杖糖：泡泡糖
Cosmetic.hat_w21_candycane_chocolate	拐杖糖：薄荷巧克力
Cosmetic.hat_w21_candycane_mint	拐杖糖：薄荷
Cosmetic.skin_w21_tree	翠绿枝叶
StatsRoleWins	{0}职业胜利次数：\t
StatsEngineerVents	工程师使用通风口次数：\t
StatsScientistChargesGained	科学家获得充电次数：\t
StatsGuardianAngelCrewmatesProtected	守护天使成功保护船员次数：\t
StatsShapeshifterShiftedKills	变形者变形时杀人次数：\t
QCOnlyInfo	您在游玩期间只能使用快速聊天功能，且只能与其他使用快速聊天功能的用户一同游玩。
FreeChatInfo	您在游玩期间能够使用自由聊天和快速聊天功能，且只能与其他使用自由聊天功能的用户一同游玩。
FreeChatWarning	您必须先登录才能使用自由聊天功能。如果您是使用未成年账号登录，请前往账号选项卡并取得监护人的许可来启用自由聊天功能。
FreeChatLinkWarning	不能发送网站地址！您的消息未被送达。
ScreenShakeOption	画面晃动
StreamingTwitch	开始在 Twitch 直播
AnnouncementFailFetchData	无法取得公告。
AnnouncementFailFetchData_LastKnown	无法获取公告。最后一次已知的：
Cosmetic.pet_clank	瑞奇
Cosmetic.pet_GuiltySpark	罪恶星火
Cosmetic.hat_halospartan	斯巴达战士头盔
Cosmetic.hat_ratchet	瑞奇的棒球帽
Cosmetic.skin_halospartan	斯巴达战士护甲
Cosmetic.skin_ratchet	瑞奇的连身服
Cosmetic.skin_screamghostface	惊声尖叫长袍
Cosmetic.hat_screamghostface	惊声尖叫面具
AmongUsFriends	《Among Us》好友
FriendsGuestWarning	您必须登录才能使用此功能。
PlatformFriends	平台好友
BlockedPlayers	封锁的玩家
RecentPlayers	最近一起游玩的玩家
LobbyLabel	大厅
FriendCodeExplanation	《Among Us》现已推出“好友名单”！在下方选择一个独特的好友编号，即可发送和接收好友或游戏申请。\n\n编号一经选择就无法更改。
FriendCodeSuccess	您的好友编号是 {0}
FriendRequestReceived	已收到好友申请
FriendRequestSent	已发送好友申请
GameLobbyInviteSent	已发送游戏邀请
GameLobbyInviteReceived	已收到游戏邀请
BlockPlayerConfirm	要封锁玩家吗？
RemoveFriendConfirm	要移除好友吗？
InviteToLobbyConfirm	要发送游戏邀请吗？
FriendCodeLabel	好友编号
FriendCodeCreationTitle	选择好友编号
FriendRequestSentFailed	无法发送好友申请
ErrorBadUsername	好友编号格式无效。请输入完整的好友编号再试一次 (例如 SmallBeans#0001)
ErrorUserNotFound	好友编号不存在
ErrorPlatformFriends	无法取得您的平台好友
ErrorThisIsYou	抱歉，您无法将自己添加为好友。
ErrorFriendRequestExists	您已向这名用户发送了好友申请
ErrorAlreadyFriends	您已是这名用户的好友。太好啦！
GameLobbyInviteSentFailed	无法发送游戏邀请
BlockedPlayerFailed	无法封锁玩家
BlockedPlayer	已封锁玩家
AlreadyBlocked	这名玩家已遭封锁
FriendList	好友名单
NoNewRequests	未收到申请
AddFriendPrompt	使用编号来添加好友
NewRequests	{0} 个新申请！
Requests	申请
AddFriend	添加好友
StreamWarning	除非您想让每个人都知道您的好友编号，否则不要将其公开！
